id,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose,title,zip_code,addr_state,dti,earliest_cr_line,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,loan_status
37791105,15000,60 months,19.99,397.33,E,E3,Truck Driver,10+ years,OWN,63000,Source Verified,debt_consolidation,Debt consolidation,319xx,GA,29.05,7-Sep,695,699,11,0,13109,70.5,13,f,Individual,0,0,Fully Paid
37067339,10000,36 months,9.49,320.29,B,B2,Student Financial Services Advisor,8 years,RENT,50566,Not Verified,credit_card,Credit card refinancing,190xx,PA,14.46,2-Feb,700,704,13,0,5043,22.1,19,f,Individual,0,0,Fully Paid
37731148,10000,36 months,12.39,334.01,C,C1,Order Management Specialist,6 years,RENT,48000,Source Verified,debt_consolidation,Debt consolidation,891xx,NV,16.7,6-May,660,664,6,0,2758,62.7,13,f,Individual,0,0,Fully Paid
37761169,24000,60 months,11.99,533.75,B,B5,Designer,2 years,OWN,65000,Source Verified,credit_card,Credit card refinancing,770xx,TX,19.02,Aug-88,690,694,13,0,20294,53.5,19,w,Individual,2,0,Fully Paid
36803015,20000,36 months,7.49,622.04,A,A4,Director of  Catering,2 years,RENT,1.00E+05,Verified,credit_card,Credit card refinancing,105xx,NY,5.93,Apr-00,690,694,4,1,14798,48.8,11,w,Individual,0,0,Fully Paid
35136649,35000,60 months,22.99,986.47,F,F1,machinist/ mechanic,3 years,MORTGAGE,90000,Verified,home_improvement,Home improvement,336xx,FL,16.91,6-Sep,725,729,13,0,19569,45.6,17,w,Individual,1,0,Fully Paid
37247641,32000,60 months,14.31,749.74,C,C4,Sr.Business Banking Relationship Manager,< 1 year,MORTGAGE,90000,Verified,credit_card,Credit card refinancing,083xx,NJ,23.17,Apr-88,660,664,15,0,32085,56.9,37,f,Individual,2,0,Fully Paid
37631158,20000,36 months,6.99,617.46,A,A3,Regional Vice President,10+ years,MORTGAGE,3.00E+05,Source Verified,debt_consolidation,Debt consolidation,926xx,CA,14.4,Nov-91,710,714,23,0,195035,67.6,39,f,Individual,2,0,Fully Paid
37840979,20000,36 months,11.99,664.2,B,B5,SERVICE ADVISOR,3 years,MORTGAGE,90000,Verified,home_improvement,Home improvement,921xx,CA,9.96,Aug-00,670,674,16,1,14105,47,34,f,Joint App,0,1,Fully Paid
36802266,6300,36 months,8.19,197.98,A,A5,sales producer,3 years,RENT,32000,Source Verified,credit_card,Credit card refinancing,891xx,NV,20.07,3-Jan,660,664,11,1,4059,49.5,25,f,Individual,2,1,Fully Paid
36830340,8000,36 months,12.99,269.52,C,C2,Mechanic,< 1 year,RENT,115000,Not Verified,debt_consolidation,Debt consolidation,890xx,NV,7.87,3-Dec,675,679,8,1,8946,57.3,13,f,Individual,0,1,Charged Off
37690638,18000,60 months,8.67,370.78,B,B1,Director of Student Billing,4 years,MORTGAGE,42500,Not Verified,debt_consolidation,Debt consolidation,392xx,MS,16.69,Oct-99,715,719,9,0,17716,39.1,21,f,Individual,1,0,Fully Paid
37157569,19725,60 months,14.99,469.16,C,C5,YARD JOCKEY,1 year,MORTGAGE,52000,Not Verified,credit_card,Debt consolidation,808xx,NJ,19.2,Jan-95,720,724,10,0,30735,67.1,23,f,Individual,7,0,Charged Off
37731099,18000,36 months,8.67,569.64,B,B1,Regional Buyer,10+ years,RENT,58800,Not Verified,debt_consolidation,Debt consolidation,551xx,MN,24.55,Jun-93,730,734,8,0,64863,79.9,21,f,Individual,3,0,Fully Paid
37691223,9900,36 months,8.19,311.1,A,A5,registered nurse,7 years,RENT,79000,Not Verified,credit_card,Credit card refinancing,721xx,AR,24.9,4-Sep,660,664,18,0,15062,61.5,44,w,Individual,0,0,Fully Paid
37781214,8000,36 months,12.99,269.52,C,C2,CUSTOMER CARE PROFESSIONAL,6 years,RENT,33550.4,Not Verified,debt_consolidation,Debt consolidation,330xx,FL,28.94,6-Jun,665,669,4,1,8493,64.8,8,f,Individual,0,1,Fully Paid
37681092,3000,36 months,12.99,101.07,C,C2,Reservations Agent,3 years,MORTGAGE,24000,Not Verified,credit_card,Credit card refinancing,762xx,TX,29.05,Mar-94,690,694,6,0,12163,99.7,16,f,Individual,0,0,Fully Paid
37821165,20000,36 months,6.49,612.89,A,A2,Director of Operations,10+ years,MORTGAGE,114000,Source Verified,credit_card,Credit card refinancing,775xx,TX,24.71,2-Feb,725,729,11,0,18770,51,34,f,Individual,3,0,Fully Paid
36802933,12000,36 months,9.49,384.34,B,B2,sales,5 years,RENT,45000,Not Verified,credit_card,Credit card refinancing,160xx,PA,21.84,Nov-87,720,724,11,0,10287,78.5,15,f,Individual,0,0,Fully Paid
37771085,4800,36 months,12.99,161.71,C,C2,Machinist,9 years,MORTGAGE,42000,Not Verified,debt_consolidation,Debt consolidation,760xx,TX,26.34,8-Mar,690,694,7,0,4497,93.7,18,f,Individual,1,0,Fully Paid
37641112,35000,36 months,8.67,1107.63,B,B1,NA,NA,MORTGAGE,168000,Source Verified,debt_consolidation,Debt consolidation,922xx,CA,16.52,Nov-80,695,699,20,0,65306,66.6,38,f,Individual,7,0,Fully Paid
37830435,28000,36 months,6.49,858.05,A,A2,Partner,10+ years,MORTGAGE,120000,Not Verified,credit_card,Credit card refinancing,032xx,NH,26.07,Apr-88,720,724,20,0,71960,32.6,55,f,Individual,10,0,Fully Paid
37641068,10000,36 months,6.03,304.36,A,A1,Manager,5 years,RENT,55000,Verified,debt_consolidation,Debt consolidation,545xx,WI,15.08,3-Mar,750,754,5,0,12600,42.7,14,f,Individual,0,0,Fully Paid
37781210,12000,36 months,14.99,415.93,C,C5,Stunt and Special Performance Designer,10+ years,RENT,80000,Not Verified,debt_consolidation,Debt consolidation,328xx,FL,15.89,Mar-95,660,664,9,0,15770,71,22,w,Individual,1,0,Fully Paid
37820744,22000,60 months,8.67,453.17,B,B1,lab tech,10+ years,OWN,88000,Source Verified,credit_card,Credit card refinancing,463xx,IN,20.41,1-Mar,695,699,18,0,19902,46.8,35,w,Individual,2,0,Fully Paid
37771111,5000,36 months,6.03,152.18,A,A1,Treasury mgmt support rep,3 years,MORTGAGE,38000,Verified,debt_consolidation,Debt consolidation,395xx,MS,0.63,Jan-97,700,704,5,0,476,3.4,40,w,Individual,3,0,Fully Paid
36251522,6000,36 months,10.49,194.99,B,B3,Licensing worker,< 1 year,RENT,30000,Not Verified,debt_consolidation,Debt consolidation,610xx,IL,14.36,Feb-99,735,739,10,0,5941,19.9,20,f,Individual,0,0,Fully Paid
36500145,21000,60 months,17.14,523.49,D,D4,Director,1 year,RENT,145000,Verified,debt_consolidation,Debt consolidation,944xx,CA,16.67,Oct-87,695,699,22,0,23568,56.8,47,w,Individual,3,0,Fully Paid
36840313,20000,36 months,11.99,664.2,B,B5,Union carpenter,2 years,MORTGAGE,85000,Source Verified,debt_consolidation,Debt consolidation,539xx,WI,9.93,Apr-99,660,664,13,0,16206,73.3,33,w,Individual,6,0,Charged Off
37691232,28000,36 months,6.49,858.05,A,A2,Associate Dean for Student Life,4 years,RENT,89000,Source Verified,debt_consolidation,Debt consolidation,940xx,CA,24.95,Aug-99,720,724,18,0,42802,43,35,f,Individual,0,0,Fully Paid
37631110,24000,36 months,8.67,759.52,B,B1,Chief Operating Officer,10+ years,MORTGAGE,90000,Source Verified,credit_card,Credit card refinancing,953xx,CA,10.04,Jan-00,665,669,10,0,21835,71.4,23,f,Individual,3,0,Fully Paid
36381846,25000,60 months,21.99,690.34,E,E5,Field Service Technician,10+ years,MORTGAGE,85000,Verified,credit_card,Credit card refinancing,370xx,TN,23.17,Apr-94,660,664,24,0,33261,62.6,55,w,Individual,8,0,Fully Paid
37831100,8125,36 months,6.03,247.29,A,A1,Heavy Equipment Coordinator,10+ years,MORTGAGE,85964.62,Not Verified,other,Other,871xx,NM,6.68,Feb-89,830,834,12,0,2148,3.7,22,f,Individual,5,0,Fully Paid
37741144,3500,36 months,8.19,109.99,A,A5,Materials specialist,10+ years,MORTGAGE,65000,Not Verified,home_improvement,Home improvement,762xx,TX,10.91,Jan-78,825,829,8,0,0,0,17,f,Individual,1,0,Fully Paid
37671148,35000,60 months,11.44,768.69,B,B4,NA,NA,MORTGAGE,150000,Not Verified,debt_consolidation,Debt consolidation,956xx,CA,9.17,Mar-89,720,724,22,0,41853,45.2,32,w,Individual,3,0,Fully Paid
37750982,11200,36 months,7.49,348.34,A,A4,Professor,10+ years,RENT,170000,Verified,credit_card,Credit card refinancing,327xx,FL,2.08,Apr-91,660,664,7,1,8877,54.1,28,f,Individual,2,0,Fully Paid
37751143,17475,36 months,16.49,618.61,D,D3,General Laborer,2 years,MORTGAGE,35000,Verified,debt_consolidation,Debt consolidation,482xx,MI,35.84,Dec-00,700,704,9,0,11518,52.1,15,f,Individual,0,0,Fully Paid
37661140,1500,36 months,14.99,52,C,C5,kitchen designer/millwork specialist,10+ years,RENT,63000,Not Verified,other,Other,761xx,TX,26.99,Jun-99,690,694,13,0,13679,60,31,f,Individual,0,0,Fully Paid
37711180,9600,36 months,15.99,337.47,D,D2,supervisor,10+ years,RENT,68000,Verified,debt_consolidation,Debt consolidation,306xx,GA,15.71,Jun-95,710,714,13,2,16516,46.5,24,f,Individual,5,0,Charged Off
36802884,5000,36 months,10.49,162.49,B,B3,Executive Director,7 years,MORTGAGE,82000,Source Verified,other,Other,531xx,WI,27.8,Oct-67,665,669,6,0,47673,97.1,20,f,Individual,5,0,Fully Paid
37751156,10000,36 months,11.99,332.1,B,B5,Hearing Officer,1 year,RENT,40000,Source Verified,debt_consolidation,Debt consolidation,908xx,CA,32.43,2-Jul,745,749,13,0,6801,20.6,26,f,Individual,0,0,Fully Paid
37671183,12000,60 months,14.31,281.16,C,C4,Supervisor,1 year,RENT,38000,Source Verified,credit_card,Credit card refinancing,794xx,TX,30.61,Jun-96,685,689,9,0,13557,81.7,24,f,Individual,1,0,Fully Paid
37751148,16700,36 months,12.99,562.61,C,C2,Consultant,6 years,RENT,62800,Not Verified,debt_consolidation,Debt consolidation,809xx,CO,15.86,4-Mar,660,664,6,0,3926,91.3,11,f,Individual,0,0,Fully Paid
37329015,10000,60 months,11.44,219.63,B,B4,processor2,10+ years,MORTGAGE,30000,Source Verified,credit_card,Credit card refinancing,381xx,TN,24.92,Apr-99,680,684,9,0,11564,62.8,29,w,Individual,2,0,Fully Paid
37731119,15000,36 months,6.49,459.67,A,A2,Security Director,10+ years,MORTGAGE,149500,Not Verified,home_improvement,Home improvement,871xx,NM,1.23,May-97,810,814,3,0,6186,21.9,16,f,Individual,4,0,Fully Paid
37651084,18675,60 months,15.59,450.09,D,D1,NA,NA,MORTGAGE,52200,Verified,debt_consolidation,Debt consolidation,083xx,NJ,28.92,Sep-96,680,684,12,1,13673,44.8,43,w,Joint App,8,0,Fully Paid
37621134,10000,36 months,10.49,324.98,B,B3,Senior UX,< 1 year,MORTGAGE,87000,Verified,credit_card,Credit card refinancing,223xx,VA,7.26,Oct-95,690,694,8,0,14688,79,18,f,Individual,0,0,Charged Off
37831091,13600,36 months,6.99,419.87,A,A3,AUYDITOR,10+ years,MORTGAGE,83000,Not Verified,home_improvement,Home improvement,112xx,NY,14.47,Mar-97,730,734,16,0,19331,10.9,30,f,Individual,5,0,Fully Paid
37781176,27725,60 months,17.14,691.13,D,D4,Senior Consultant,4 years,MORTGAGE,90300,Source Verified,debt_consolidation,Debt consolidation,085xx,NJ,33.78,Aug-84,705,709,33,0,57761,64.6,65,w,Individual,6,0,Charged Off
37840843,17000,60 months,14.31,398.3,C,C4,Regional Sales Manager,3 years,MORTGAGE,80000,Not Verified,debt_consolidation,Debt consolidation,303xx,GA,17.72,1-Apr,715,719,15,0,25320,35.9,24,f,Individual,2,0,Fully Paid
37831043,18000,60 months,8.19,366.62,A,A5,VP of Business Development,2 years,MORTGAGE,2.00E+05,Not Verified,home_improvement,Home improvement,329xx,FL,6.83,Jan-98,765,769,8,0,15305,33.6,24,w,Individual,1,0,Fully Paid
37841022,5000,36 months,14.99,173.31,C,C5,Billing Clerk,6 years,MORTGAGE,32880,Source Verified,other,Other,150xx,PA,13.98,May-93,725,729,6,0,5794,77.3,13,f,Individual,1,0,Fully Paid
37621122,22000,60 months,13.66,508.04,C,C3,Staff Nurse,10+ years,MORTGAGE,95000,Verified,debt_consolidation,Debt consolidation,774xx,TX,24.67,1-Oct,690,694,21,0,7930,19.2,33,w,Individual,2,0,Charged Off
37781151,25000,60 months,8.67,514.97,B,B1,Pilot,7 years,MORTGAGE,180000,Source Verified,credit_card,Credit card refinancing,750xx,TX,17.23,2-Dec,725,729,12,0,33539,48.1,22,f,Individual,2,0,Fully Paid
37691118,15000,36 months,12.39,501.02,C,C1,mechanic,3 years,RENT,70000,Source Verified,debt_consolidation,Debt consolidation,330xx,FL,22.06,5-Oct,670,674,9,0,4788,45.6,19,f,Individual,0,0,Fully Paid
37830147,7000,36 months,12.39,233.81,C,C1,Microsoft Consultant,1 year,RENT,18500,Not Verified,debt_consolidation,Debt consolidation,327xx,FL,25.18,10-Jul,670,674,6,0,5024,73.9,9,f,Individual,0,0,Fully Paid
36808167,15000,36 months,6.49,459.67,A,A2,SNR Technical Specialist,10+ years,MORTGAGE,110000,Not Verified,other,Other,633xx,MO,4.44,1-May,720,724,10,0,14972,25.2,26,f,Individual,7,0,Fully Paid
37750239,16000,36 months,13.66,544.21,C,C3,R&D Technician,10+ years,MORTGAGE,41000,Not Verified,debt_consolidation,Debt consolidation,263xx,WV,13.48,Sep-91,725,729,11,0,10480,24.6,22,w,Individual,2,0,Fully Paid
37720530,30000,36 months,7.49,933.05,A,A4,Owner,9 years,MORTGAGE,1.00E+05,Not Verified,debt_consolidation,Debt consolidation,301xx,GA,23.31,Sep-00,745,749,11,0,73134,56.8,14,f,Individual,3,0,Fully Paid
37731037,12000,36 months,8.19,377.09,A,A5,Office Manager,5 years,MORTGAGE,52000,Not Verified,debt_consolidation,Debt consolidation,846xx,UT,22.22,Sep-93,715,719,29,0,9185,12.4,40,f,Individual,1,0,Fully Paid
36801732,12000,36 months,12.99,404.27,C,C2,store manager,1 year,OWN,45000,Verified,credit_card,Credit card refinancing,890xx,NV,25.04,3-Jun,680,684,9,0,8826,95.9,16,f,Individual,0,0,Fully Paid
37611111,20000,36 months,6.03,608.72,A,A1,"Director, Capital Planning and Projects",< 1 year,MORTGAGE,1.00E+05,Source Verified,debt_consolidation,Debt consolidation,191xx,PA,10.21,Aug-91,765,769,11,0,33541,40,37,w,Individual,7,0,Fully Paid
37811043,19200,36 months,12.39,641.3,C,C1,HVAC MECHANIC,10+ years,MORTGAGE,58000,Not Verified,debt_consolidation,Debt consolidation,774xx,TX,29.98,1-Apr,720,724,6,0,63878,82.2,14,f,Individual,2,0,Fully Paid
37621087,20000,36 months,6.49,612.89,A,A2,Sr enginer,< 1 year,MORTGAGE,140000,Source Verified,debt_consolidation,Debt consolidation,107xx,NY,2.5,Oct-00,765,769,6,0,13648,39,17,f,Individual,4,0,Fully Paid
37601068,15175,60 months,6,314.13,D,D4,Staff Sergeant,10+ years,RENT,95000,Source Verified,debt_consolidation,Debt consolidation,210xx,MD,12.48,3-Aug,690,694,9,0,4908,52.8,17,f,Individual,0,0,Fully Paid
37701093,11200,36 months,12.99,377.32,C,C2,Project Manager,4 years,RENT,55000,Verified,credit_card,Credit card refinancing,331xx,FL,27.97,6-Jun,690,694,16,0,26011,95.2,26,f,Individual,0,0,Charged Off
37601192,6500,36 months,8.19,204.26,A,A5,Driver,< 1 year,RENT,1.00E+05,Source Verified,major_purchase,Major purchase,601xx,IL,11.13,11-Mar,740,744,13,0,2634,16.4,15,f,Individual,0,0,Charged Off
36331703,4800,36 months,14.99,166.38,C,C5,financial rep,5 years,MORTGAGE,49000,Not Verified,debt_consolidation,Debt consolidation,852xx,AZ,21.84,Apr-93,670,674,12,0,6634,39,17,f,Individual,1,0,Fully Paid
37831080,8000,36 months,11.44,263.58,B,B4,maintenance,10+ years,MORTGAGE,57000,Not Verified,debt_consolidation,Debt consolidation,846xx,UT,17.58,May-91,700,704,9,0,26021,73.1,30,f,Individual,3,0,Fully Paid
37760594,6400,36 months,13.66,217.69,C,C3,application analyst,4 years,RENT,50000,Source Verified,debt_consolidation,Debt consolidation,227xx,VA,29.57,Jan-94,720,724,9,0,14288,96.5,15,f,Individual,1,0,Fully Paid
37801118,9950,36 months,11.99,330.44,B,B5,Sales,8 years,RENT,62000,Not Verified,credit_card,Credit card refinancing,112xx,NY,16.54,4-Jan,670,674,10,0,25865,69.2,20,f,Individual,0,0,Fully Paid
37821124,2800,36 months,12.39,93.53,C,C1,Systems Administrator,4 years,RENT,92000,Not Verified,other,Other,071xx,NJ,24.12,Oct-96,680,684,15,0,27263,53.2,30,f,Individual,0,0,Charged Off
37761115,24000,36 months,10.49,779.95,B,B3,Owner,10+ years,OWN,75000,Source Verified,home_improvement,Home improvement,214xx,MD,12.52,Nov-92,710,714,9,0,4561,25.6,47,f,Individual,6,0,Fully Paid
37830824,14000,36 months,11.44,461.27,B,B4,Firefighter,10+ years,MORTGAGE,140000,Not Verified,credit_card,Credit card refinancing,107xx,NY,5.28,Apr-95,680,684,6,0,21197,68.6,15,f,Joint App,4,0,Fully Paid
37621093,20000,36 months,6.99,617.46,A,A3,Executive Coordinator,10+ years,RENT,45000,Source Verified,debt_consolidation,Debt consolidation,070xx,NJ,14.33,Jan-99,715,719,6,0,18856,76.3,15,f,Individual,0,0,Fully Paid
37651020,24000,36 months,11.44,790.74,B,B4,Project Manager,3 years,MORTGAGE,74765,Source Verified,credit_card,Credit card refinancing,750xx,TX,25.76,Feb-89,695,699,12,0,19664,79,54,f,Individual,2,0,Fully Paid
37601017,14000,36 months,12.39,467.62,C,C1,Partner,10+ years,MORTGAGE,94000,Not Verified,debt_consolidation,Debt consolidation,287xx,NC,19.76,Oct-96,675,679,10,0,74260,89.8,18,f,Individual,1,0,Fully Paid
37831032,15000,36 months,6.03,456.54,A,A1,letter carrier,10+ years,MORTGAGE,72000,Not Verified,credit_card,Credit card refinancing,820xx,WY,21.25,3-Oct,725,729,10,0,26539,47.2,27,w,Individual,3,0,Fully Paid
37701052,7000,36 months,8.67,221.53,B,B1,Registered Nurse,1 year,MORTGAGE,55000,Not Verified,debt_consolidation,Debt consolidation,390xx,MS,18.2,5-Jun,700,704,7,0,9958,39.1,35,f,Individual,1,0,Fully Paid
37601177,10000,36 months,8.67,316.47,B,B1,Teacher,10+ years,RENT,48000,Source Verified,debt_consolidation,Debt consolidation,857xx,AZ,30.75,2-Apr,675,679,8,0,7746,91.1,24,f,Individual,3,0,Fully Paid
37720274,28000,60 months,10.49,601.7,B,B3,Finance Manager,6 years,RENT,95000,Verified,debt_consolidation,Debt consolidation,450xx,OH,27.95,Aug-00,700,704,19,0,37729,54.7,50,f,Individual,3,0,Charged Off
37800149,12300,60 months,12.39,276.04,C,C1,Machinist,7 years,RENT,44200,Source Verified,debt_consolidation,Debt consolidation,185xx,PA,18.9,5-Nov,720,724,9,0,7467,27.2,31,w,Individual,0,0,Fully Paid
37711097,3000,36 months,14.31,102.99,C,C4,Senior Credit Analyst,5 years,RENT,64000,Source Verified,medical,Medical expenses,801xx,CO,12.9,May-98,660,664,8,1,3712,43.2,26,f,Individual,4,1,Charged Off
36039221,7200,36 months,13.66,244.9,C,C3,Nurse,10+ years,MORTGAGE,30000,Source Verified,debt_consolidation,Debt consolidation,330xx,FL,27.69,Feb-95,705,709,18,0,4767,16.1,34,f,Individual,2,0,Fully Paid
37741059,6000,36 months,12.39,200.41,C,C1,Director-Event Production,10+ years,MORTGAGE,87000,Not Verified,debt_consolidation,Debt consolidation,606xx,IL,17.87,Jun-97,695,699,13,0,39008,88.3,18,f,Individual,2,0,Fully Paid
37661081,11050,36 months,18.54,402.49,E,E1,flight attendant,7 years,MORTGAGE,50000,Source Verified,credit_card,Credit card refinancing,112xx,NY,16.42,2-Jul,720,724,11,0,9249,65.2,24,f,Individual,2,0,Fully Paid
36420923,20000,36 months,13.66,680.26,C,C3,Jury Clerk,10+ years,OWN,61000,Verified,debt_consolidation,Debt consolidation,983xx,WA,11.21,Jul-00,670,674,5,0,23748,87.3,6,f,Individual,0,0,Fully Paid
36008401,8000,36 months,9.49,256.23,B,B2,Educatot,10+ years,OWN,42000,Source Verified,home_improvement,Home improvement,906xx,CA,21.37,Nov-93,660,664,10,1,3976,51.6,51,f,Individual,5,1,Fully Paid
36801858,9600,36 months,15.59,335.57,D,D1,outside sales,< 1 year,MORTGAGE,60000,Source Verified,other,Other,906xx,CA,11.28,Oct-90,700,704,7,5,2726,32.2,13,w,Individual,0,1,Charged Off
17713329,15000,36 months,11.99,498.15,B,B5,Driver,5 years,OWN,60000,Not Verified,debt_consolidation,Debt consolidation,131xx,NY,5.82,Sep-97,680,684,5,0,11384,59.9,18,w,Individual,2,0,Fully Paid
36802429,3000,36 months,13.66,102.04,C,C3,Peer Counselor,2 years,MORTGAGE,40000,Not Verified,credit_card,Credit card refinancing,570xx,SD,26.73,2-Oct,670,674,7,3,1996,68.8,14,f,Individual,0,1,Fully Paid
37621128,2000,36 months,12.99,67.38,C,C2,Unit Cordinator,9 years,MORTGAGE,40000,Not Verified,vacation,Vacation,535xx,WI,24.42,3-Jan,680,684,6,0,1119,86.1,23,f,Individual,1,0,Fully Paid
37780827,12000,36 months,12.39,400.82,C,C1,Merchant customer service specialist,1 year,RENT,52000,Not Verified,debt_consolidation,Debt consolidation,917xx,CA,5.59,10-Jan,685,689,3,0,7105,64.6,6,f,Individual,0,0,Fully Paid
37841007,15000,36 months,12.99,505.34,C,C2,corporate catering supervisor,10+ years,RENT,45000,Source Verified,debt_consolidation,Debt consolidation,021xx,MA,12,3-Nov,705,709,4,0,16776,79.5,7,f,Individual,0,0,Fully Paid
37661106,10100,36 months,11.99,335.42,B,B5,Sales Pressional,2 years,OWN,40000,Source Verified,other,Other,857xx,AZ,23.94,2-Jun,675,679,9,2,509,4.1,28,f,Individual,0,2,Fully Paid
37680700,10000,36 months,6.03,304.36,A,A1,Senior Sales Consultant,3 years,MORTGAGE,169000,Not Verified,debt_consolidation,Debt consolidation,300xx,GA,9.33,1-Jul,705,709,16,0,7135,22.9,35,f,Individual,2,0,Fully Paid
37157735,8950,36 months,14.31,307.24,C,C4,Personal Banker,1 year,RENT,30000,Source Verified,debt_consolidation,Debt consolidation,547xx,WI,26.04,7-Sep,745,749,5,0,784,10.3,8,f,Individual,0,0,Fully Paid
37690929,30500,36 months,15.59,1066.13,D,D1,Senior Business Develoment Analyst,3 years,RENT,69338,Verified,debt_consolidation,Debt consolidation,606xx,IL,17.93,3-May,675,679,17,0,40790,60.6,36,f,Individual,0,0,Fully Paid
37297858,12000,36 months,22.99,464.46,F,F1,NA,NA,MORTGAGE,72000,Verified,debt_consolidation,Debt consolidation,350xx,AL,15.73,Jun-00,715,719,7,0,2152,30.3,20,f,Individual,4,0,Charged Off
37811086,5000,36 months,7.49,155.51,A,A4,SALES,10+ years,MORTGAGE,150000,Not Verified,home_improvement,Home improvement,194xx,PA,16.98,Dec-00,685,689,11,0,42072,70.9,17,f,Individual,1,0,Fully Paid
37700756,9000,36 months,12.39,300.61,C,C1,Assistant,10+ years,OWN,40000,Source Verified,credit_card,Credit card refinancing,472xx,IN,13.41,Mar-95,675,679,11,0,10689,35.7,22,f,Individual,3,0,Fully Paid
37721103,3500,36 months,10.49,113.75,B,B3,Research Analyst,10+ years,MORTGAGE,120000,Source Verified,home_improvement,Home improvement,210xx,MD,19.27,1-Nov,675,679,16,0,23709,76.5,33,f,Individual,2,0,Fully Paid
37630712,12600,60 months,20.99,340.81,E,E4,Educational Consultant,2 years,MORTGAGE,98000,Source Verified,debt_consolidation,Debt consolidation,954xx,CA,22.37,Apr-90,670,674,7,0,82227,98.9,16,w,Individual,3,0,Fully Paid
37741094,6000,36 months,6.99,185.24,A,A3,jailer/dispatch,1 year,MORTGAGE,30000,Not Verified,credit_card,Credit card refinancing,723xx,AR,22.32,Apr-88,770,774,7,0,5619,27.8,13,w,Individual,4,0,Fully Paid
35998955,15000,60 months,12.39,336.64,C,C1,Driver,2 years,OWN,45000,Source Verified,credit_card,Credit card refinancing,442xx,OH,16.21,Aug-82,665,669,12,1,10388,78.1,28,w,Joint App,9,1,Fully Paid
37317809,7200,36 months,6.03,219.14,A,A1,Director,10+ years,MORTGAGE,124000,Not Verified,credit_card,Credit card refinancing,220xx,VA,9.42,Nov-98,720,724,19,0,3023,4.1,37,w,Individual,7,0,Fully Paid
37640707,5300,36 months,16.49,187.62,D,D3,CEO,5 years,RENT,45000,Source Verified,other,Other,489xx,MI,6.11,10-Apr,710,714,7,0,9459,33.5,8,f,Individual,0,0,Charged Off
37801103,19950,60 months,25.8,594.96,G,G1,chef,1 year,OWN,40000,Source Verified,credit_card,Credit card refinancing,606xx,IL,14.62,6-Mar,680,684,13,0,21930,52.8,26,f,Individual,0,0,Fully Paid
37681069,16525,60 months,25.99,494.67,G,G4,NA,NA,MORTGAGE,42259,Verified,debt_consolidation,Debt consolidation,598xx,MT,28,Nov-69,665,669,9,1,4927,65.7,27,f,Individual,1,1,Fully Paid
37741079,2500,36 months,11.99,83.03,B,B5,Supervisor,10+ years,MORTGAGE,27000,Not Verified,home_improvement,Home improvement,315xx,GA,30.31,1-Sep,670,674,6,2,3649,73,9,f,Individual,0,1,Fully Paid
37790654,33000,60 months,12.39,740.59,C,C1,Principal,2 years,MORTGAGE,95000,Verified,debt_consolidation,Debt consolidation,701xx,LA,33.59,Feb-95,680,684,21,0,140114,57,47,f,Individual,6,0,Fully Paid
37821070,16000,60 months,8.67,329.58,B,B1,healthcare division manager,7 years,OWN,215000,Not Verified,debt_consolidation,Debt consolidation,871xx,NM,14.8,Feb-95,705,709,10,0,33724,65.6,15,w,Individual,2,0,Charged Off
37087495,10000,36 months,6.03,304.36,A,A1,Paralegal/office manager,10+ years,MORTGAGE,45000,Not Verified,debt_consolidation,Debt consolidation,770xx,TX,23.41,Dec-98,745,749,6,0,26964,75.5,14,f,Individual,2,0,Fully Paid
37670146,8700,36 months,9.49,278.65,B,B2,HR Consultant,< 1 year,RENT,52000,Not Verified,credit_card,Credit card refinancing,088xx,NJ,25.62,Nov-94,695,699,17,0,9301,31.4,41,f,Individual,0,0,Fully Paid
37701074,10000,36 months,12.39,334.01,C,C1,Owner,10+ years,RENT,43600,Verified,credit_card,Credit card refinancing,306xx,GA,5.23,1-Aug,675,679,9,3,12045,37.5,16,f,Individual,0,0,Fully Paid
37601163,11000,60 months,20.99,297.53,E,E4,Manager,10+ years,RENT,46000,Source Verified,debt_consolidation,Debt consolidation,490xx,MI,13.78,Oct-98,680,684,9,1,5387,27.5,16,f,Individual,0,1,Fully Paid
36270246,11850,36 months,18.54,431.63,E,E1,Cashier,2 years,RENT,33000,Source Verified,debt_consolidation,Debt consolidation,191xx,PA,16.44,9-May,725,729,6,0,3312,45.4,10,f,Individual,0,0,Fully Paid
37821079,6850,36 months,11.99,227.49,B,B5,Assistant manager,10+ years,MORTGAGE,36000,Not Verified,debt_consolidation,Debt consolidation,152xx,PA,27.44,Sep-00,675,679,13,0,27226,85.6,27,f,Individual,3,0,Fully Paid
37651004,8000,36 months,11.99,265.68,B,B5,AVP,10+ years,OWN,125000,Source Verified,other,Other,070xx,NJ,13.18,Feb-83,660,664,16,0,36776,56,62,f,Individual,5,0,Charged Off
37621091,14000,36 months,10.49,454.97,B,B3,Vp,10+ years,MORTGAGE,350000,Not Verified,credit_card,Credit card refinancing,750xx,TX,9.68,Feb-00,670,674,7,0,15585,84.2,26,f,Individual,2,0,Fully Paid
